max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,n_estimators,fit_quality,model_power,lift_opt_score,mae
6,0.01,2000,0.8,1.0,10,0.4976911548043721,0.04736769490996675,0.008942965058342122,408.63155164398444
5,0.01,500,1.0,0.8,10,0.4937459523637884,0.04282073134067215,0.008179450988414261,408.9884284729632
5,0.01,1000,1.0,0.8,10,0.493256343398248,0.04282179282813525,0.008093297821382382,408.9883146175571
5,0.01,2000,1.0,0.8,10,0.4914281807500076,0.0428180497950853,0.007779334317254192,408.98950930549995
5,0.01,500,0.8,0.8,10,0.48899510187909967,0.043018674985891577,0.007381286350212938,408.9494233285062
5,0.01,2000,0.8,0.8,10,0.4888315943060223,0.043010814240466134,0.0073551230331724725,408.95133771927397
5,0.01,1000,0.8,0.8,10,0.48733638297109594,0.04301494194961258,0.007120533796841284,408.9502904335346
6,0.01,2000,1.0,0.8,10,0.4856353834611403,0.04509541139090129,0.00687544953508315,408.7368436638057
6,0.01,500,1.0,0.8,10,0.4850339081829147,0.04511330860263819,0.006786390314707642,408.73041933185135
6,0.01,1000,1.0,0.8,10,0.48418680284184346,0.045108423963173154,0.006662695967451415,408.7319040547389
6,0.01,2000,0.8,0.8,10,0.47553376751809917,0.04501822501128901,0.0055191233158592935,408.6873513850402
6,0.01,1000,0.8,0.8,10,0.4751020590655074,0.045026806969735836,0.005467488195819309,408.685005304426
6,0.01,500,0.8,0.8,10,0.47500048391909555,0.04503198876143648,0.0054554241674586255,408.6835531381661
